policy_id,product_type,region,client_age,risk_score,start_date,end_date,duration_months,premium
P003729,Auto,South,45,51.12,2022-06-15,2022-12-12,6,521.03
P003730,Auto,South,59,40.59,2022-11-07,2023-11-02,12,805.8
P003731,Auto,North,64,39.06,2021-06-25,2021-12-22,6,479.51
P003732,Life,South,41,43.87,2020-03-20,2021-03-15,12,595.85
P003733,Auto,Central,60,39.34,2019-06-27,2020-06-21,12,1044.97
P003734,Home,North,46,60.25,2019-07-25,2020-07-19,12,2087.48
P003735,Auto,North,22,38.98,2019-10-14,2020-04-11,6,467.0
P003736,Health,North,44,36.46,2019-09-10,2020-09-04,12,2108.13
P003737,Auto,North,35,76.52,2022-04-22,2023-04-17,12,1193.53
P003738,Auto,East,58,64.41,2021-02-25,2022-02-20,12,1279.04
P003739,Auto,Central,44,22.08,2020-12-20,2021-12-15,12,678.94
P003740,Home,West,25,38.53,2021-05-29,2022-05-24,12,1363.14
P003741,Home,South,22,53.64,2020-10-06,2021-10-01,12,1836.32
P003742,Home,North,44,54.86,2019-10-14,2020-10-08,12,1456.6
P003743,Home,West,18,27.64,2020-05-22,2021-05-17,12,996.08
P003744,Auto,East,37,67.38,2020-07-21,2021-01-17,6,589.99
P003745,Home,West,48,62.38,2022-08-13,2023-02-09,6,932.16
P003746,Home,North,29,57.23,2019-06-22,2019-12-19,6,860.3
P003747,Auto,Central,59,70.35,2020-05-23,2021-05-18,12,1132.76
P003748,Auto,West,62,56.78,2022-02-07,2023-02-02,12,1163.17
P003749,Auto,North,29,56.73,2022-05-15,2023-05-10,12,950.94
P003750,Auto,North,40,73.37,2022-05-13,2023-05-08,12,1173.17
P003751,Home,South,59,66.52,2022-05-29,2023-05-24,12,1776.61
P003752,Auto,South,44,37.38,2020-08-06,2021-08-01,12,801.6
P003753,Auto,Central,24,59.5,2022-11-15,2023-11-10,12,1213.13
P003754,Auto,South,42,40.04,2019-02-24,2020-02-19,12,905.7
P003755,Health,Central,32,57.56,2022-09-10,2023-03-09,6,1604.12
P003756,Life,East,61,57.15,2020-09-09,2021-03-08,6,330.93
P003757,Auto,East,54,29.25,2020-02-25,2020-08-23,6,370.91
P003758,Auto,South,40,48.17,2021-11-26,2022-11-21,12,1096.42
P003759,Auto,East,47,53.98,2022-05-27,2023-05-22,12,1038.23
P003760,Home,West,25,43.46,2021-11-09,2022-11-04,12,1588.79
P003761,Auto,West,33,54.72,2020-01-22,2020-07-20,6,556.89
P003762,Home,West,68,62.09,2021-03-13,2022-03-08,12,1313.5
P003763,Home,East,45,49.54,2020-08-28,2021-08-23,12,1667.38
P003764,Life,West,58,53.37,2022-08-16,2023-02-12,6,354.81
P003765,Auto,Central,48,70.75,2019-04-22,2020-04-16,12,1367.82
P003766,Life,North,64,57.1,2020-05-05,2020-11-01,6,274.32
P003767,Life,South,18,53.01,2021-10-10,2022-10-05,12,604.64
P003768,Auto,Central,42,35.63,2021-03-01,2022-02-24,12,778.84
P003769,Auto,West,69,60.07,2019-08-19,2020-02-15,6,513.28
P003770,Auto,North,59,54.95,2020-05-08,2020-11-04,6,621.97
P003771,Auto,South,64,69.26,2021-10-20,2022-10-15,12,1229.67
P003772,Auto,Central,44,50.7,2022-07-30,2023-07-25,12,1004.71
P003773,Home,South,36,22.76,2022-05-01,2023-04-26,12,1065.42
P003774,Home,East,29,24.5,2019-05-26,2020-05-20,12,1100.26
P003775,Health,West,28,61.04,2021-12-17,2022-12-12,12,1887.03
P003776,Auto,Central,57,41.45,2019-01-25,2020-01-20,12,839.4
P003777,Health,Central,52,56.55,2021-01-09,2022-01-04,12,2315.54
P003778,Auto,North,44,51.71,2020-10-10,2021-10-05,12,1061.37
P003779,Life,North,52,47.5,2019-09-28,2020-09-22,12,588.74
P003780,Auto,North,47,48.55,2021-03-03,2022-02-26,12,984.11
P003781,Auto,South,59,37.02,2022-03-10,2023-03-05,12,668.76
P003782,Life,West,59,49.76,2021-05-11,2022-05-06,12,603.89
P003783,Auto,South,29,41.23,2021-01-18,2021-07-17,6,497.27
P003784,Home,West,49,44.42,2022-01-23,2023-01-18,12,1596.82
P003785,Home,Central,19,45.15,2022-10-30,2023-10-25,12,1514.25
P003786,Home,South,46,46.6,2019-12-20,2020-06-17,6,623.33
P003787,Home,South,54,63.83,2021-08-22,2022-08-17,12,1969.2
P003788,Life,South,25,48.05,2019-05-30,2020-05-24,12,654.57
P003789,Auto,East,38,65.36,2019-02-04,2019-08-03,6,585.22
P003790,Home,West,45,73.07,2022-04-17,2023-04-12,12,1527.41
P003791,Life,West,48,62.82,2019-05-19,2019-11-15,6,394.96
P003792,Auto,South,40,58.02,2019-01-29,2019-07-28,6,515.66
P003793,Auto,East,27,54.9,2020-06-20,2021-06-15,12,1095.45
P003794,Life,South,44,62.98,2020-03-17,2021-03-12,12,727.29
P003795,Home,West,20,51.34,2019-03-23,2019-09-19,6,879.29
P003796,Home,Central,41,64.77,2019-05-04,2020-04-28,12,1743.72
P003797,Auto,East,38,59.21,2021-03-26,2022-03-21,12,1108.84
P003798,Home,East,42,44.6,2021-11-03,2022-05-02,6,812.12
P003799,Auto,South,36,63.44,2020-08-09,2021-02-05,6,542.42
P003800,Home,Central,22,51.37,2022-07-11,2023-07-06,12,1648.82
P003801,Life,West,39,48.41,2022-12-30,2023-06-28,6,300.45
P003802,Auto,North,58,42.86,2021-10-23,2022-10-18,12,822.66
P003803,Home,West,63,52.49,2021-04-30,2022-04-25,12,1545.0
P003804,Health,West,81,64.95,2021-05-17,2022-05-12,12,3152.45
P003805,Home,Central,70,63.33,2022-12-08,2023-06-06,6,987.74
P003806,Life,East,27,55.3,2021-04-03,2022-03-29,12,762.78
P003807,Home,West,38,58.99,2019-06-18,2020-06-12,12,1612.84
P003808,Life,East,44,69.08,2022-08-04,2023-07-30,12,692.27
P003809,Auto,Central,43,47.75,2022-01-03,2022-07-02,6,470.99
P003810,Auto,Central,46,33.27,2022-01-06,2022-07-05,6,352.4
P003811,Auto,South,81,69.52,2022-06-15,2023-06-10,12,1207.41
P003812,Home,North,28,42.05,2019-11-09,2020-11-03,12,1310.54
P003813,Life,Central,34,39.64,2020-07-22,2021-01-18,6,293.56
P003814,Auto,Central,69,23.06,2019-06-21,2020-06-15,12,527.44
P003815,Home,East,35,58.57,2020-09-26,2021-03-25,6,766.45
P003816,Life,Central,50,25.68,2019-06-11,2020-06-05,12,410.49
P003817,Home,West,60,38.75,2021-11-13,2022-11-08,12,1451.53
P003818,Auto,South,52,58.82,2020-02-21,2021-02-15,12,982.67
P003819,Home,South,47,60.83,2019-11-15,2020-11-09,12,1733.36
P003820,Auto,West,59,40.22,2022-01-03,2022-12-29,12,871.33
P003821,Auto,Central,31,47.99,2020-10-31,2021-10-26,12,1077.67
P003822,Health,North,37,36.91,2021-03-11,2022-03-06,12,2232.86
P003823,Auto,Central,53,41.77,2022-04-16,2023-04-11,12,912.17
P003824,Auto,South,18,53.99,2022-07-23,2023-07-18,12,989.76
P003825,Life,North,66,42.48,2022-08-23,2023-02-19,6,231.64
P003826,Auto,East,49,46.34,2022-10-26,2023-04-24,6,489.85
P003827,Home,East,47,28.03,2022-08-10,2023-08-05,12,1163.13
P003828,Auto,Central,20,66.99,2019-05-16,2020-05-10,12,1014.28
P003829,Auto,Central,25,57.65,2020-09-27,2021-09-22,12,957.11
P003830,Auto,North,39,61.89,2022-12-01,2023-05-30,6,585.76
P003831,Auto,North,57,69.36,2021-06-14,2022-06-09,12,1274.11
P003832,Home,Central,18,37.62,2020-05-03,2021-04-28,12,1150.64
P003833,Life,South,56,44.62,2019-04-29,2020-04-23,12,551.09
P003834,Home,East,39,21.58,2020-05-15,2021-05-10,12,806.91
P003835,Health,North,41,97.11,2019-06-26,2020-06-20,12,4452.26
P003836,Auto,South,48,47.76,2021-06-08,2022-06-03,12,846.63
P003837,Home,Central,49,65.58,2019-08-26,2020-08-20,12,1876.99
P003838,Home,West,34,31.43,2021-07-17,2022-01-13,6,580.83
P003839,Health,North,54,64.95,2022-06-07,2023-06-02,12,3328.74
P003840,Auto,West,18,77.86,2022-05-31,2023-05-26,12,1228.61
P003841,Home,South,38,49.1,2019-04-23,2020-04-17,12,1492.89
P003842,Life,East,47,34.84,2020-09-25,2021-03-24,6,212.23
P003843,Auto,South,39,47.92,2022-09-26,2023-09-21,12,786.03
P003844,Life,East,18,16.6,2022-09-09,2023-09-04,12,396.83
P003845,Auto,South,56,49.43,2019-12-26,2020-06-23,6,407.94
P003846,Life,North,26,62.31,2019-09-02,2020-08-27,12,700.95
P003847,Health,North,43,49.46,2019-01-26,2020-01-21,12,2734.99
P003848,Home,West,47,45.74,2022-12-20,2023-12-15,12,1529.6
P003849,Home,South,45,57.91,2019-10-09,2020-10-03,12,1533.23
P003850,Auto,South,62,59.06,2022-12-07,2023-06-05,6,466.3
P003851,Health,West,44,25.1,2019-01-24,2020-01-19,12,1842.31
P003852,Home,Central,51,51.33,2019-12-02,2020-05-30,6,864.25
P003853,Auto,South,44,86.54,2021-10-13,2022-10-08,12,1343.22
P003854,Home,South,54,29.97,2020-12-11,2021-12-06,12,1047.93
P003855,Home,South,65,48.72,2021-12-07,2022-12-02,12,1399.43
P003856,Auto,Central,47,79.13,2021-11-25,2022-05-24,6,713.35
P003857,Auto,North,56,66.56,2020-06-14,2021-06-09,12,1345.98
P003858,Auto,West,66,42.3,2019-12-08,2020-12-02,12,795.09
P003859,Home,Central,65,53.09,2021-01-31,2022-01-26,12,1322.54
P003860,Home,East,39,49.97,2019-09-17,2020-09-11,12,1850.33
P003861,Home,East,60,38.78,2020-07-04,2021-06-29,12,1275.02
P003862,Life,Central,48,48.89,2019-08-30,2020-08-24,12,632.27
P003863,Life,Central,61,45.8,2019-03-02,2020-02-25,12,552.43
P003864,Home,North,53,51.69,2020-11-17,2021-05-16,6,802.7
P003865,Auto,East,49,38.77,2021-05-29,2021-11-25,6,474.15
P003866,Home,West,51,30.85,2020-07-11,2021-07-06,12,1189.94
P003867,Home,South,48,49.38,2021-12-08,2022-12-03,12,1748.03
P003868,Home,South,49,75.73,2019-05-11,2020-05-05,12,1899.0
P003869,Home,North,42,51.23,2020-06-22,2021-06-17,12,1482.13
P003870,Auto,North,41,45.03,2022-12-29,2023-06-27,6,481.06
P003871,Health,East,71,61.31,2022-03-26,2023-03-21,12,2971.32
P003872,Auto,West,52,47.63,2022-07-09,2023-01-05,6,496.85
P003873,Home,West,36,78.02,2019-06-07,2019-12-04,6,873.46
P003874,Auto,Central,40,49.94,2021-10-13,2022-10-08,12,1030.51
P003875,Health,North,60,60.51,2021-07-21,2022-01-17,6,1354.98
P003876,Auto,South,33,38.68,2021-11-12,2022-11-07,12,813.95
P003877,Auto,South,22,57.55,2021-01-07,2021-07-06,6,547.07
P003878,Auto,East,23,54.13,2019-04-24,2020-04-18,12,948.64
P003879,Auto,South,19,49.15,2021-10-20,2022-10-15,12,877.42
P003880,Auto,West,25,42.47,2022-03-06,2022-09-02,6,335.86
P003881,Home,West,27,40.43,2019-12-08,2020-12-02,12,1559.73
P003882,Home,North,65,54.24,2021-01-23,2022-01-18,12,1663.92
P003883,Auto,East,44,59.43,2019-11-19,2020-11-13,12,1100.16
P003884,Auto,South,39,48.09,2020-06-06,2020-12-03,6,455.94
P003885,Life,North,23,54.31,2019-07-30,2020-07-24,12,468.28
P003886,Home,Central,42,49.43,2022-03-21,2023-03-16,12,1381.21
P003887,Life,Central,18,51.48,2022-10-12,2023-10-07,12,681.64
P003888,Home,South,39,46.99,2019-08-25,2020-08-19,12,1582.04
P003889,Auto,South,75,50.27,2020-04-12,2021-04-07,12,1067.68
P003890,Auto,South,54,90.47,2021-11-08,2022-11-03,12,1509.17
P003891,Auto,West,41,54.67,2019-01-06,2020-01-01,12,1193.73
P003892,Life,South,55,59.68,2019-04-01,2020-03-26,12,674.68
P003893,Health,Central,37,56.57,2019-01-26,2020-01-21,12,2989.79
P003894,Home,South,32,46.06,2020-05-15,2021-05-10,12,1374.12
P003895,Auto,East,70,69.41,2019-04-05,2020-03-30,12,1124.28
P003896,Auto,Central,27,45.63,2021-08-24,2022-08-19,12,852.26
P003897,Auto,East,39,65.83,2021-01-15,2021-07-14,6,531.64
P003898,Home,Central,49,44.99,2021-02-23,2022-02-18,12,1502.74
P003899,Auto,North,30,35.6,2019-11-04,2020-10-29,12,765.76
P003900,Health,Central,54,55.48,2020-01-02,2020-12-27,12,2389.16
P003901,Auto,Central,40,33.43,2019-03-14,2020-03-08,12,858.34
P003902,Health,East,54,58.03,2022-02-06,2023-02-01,12,2830.79
P003903,Life,East,53,32.09,2022-09-04,2023-08-30,12,537.91
P003904,Life,Central,41,45.21,2021-05-08,2021-11-04,6,309.64
P003905,Home,Central,70,28.52,2020-04-04,2021-03-30,12,1029.51
P003906,Home,West,35,92.36,2020-10-21,2021-10-16,12,2279.7
P003907,Home,North,65,25.19,2020-05-23,2021-05-18,12,1066.6
P003908,Home,North,62,50.15,2021-05-02,2022-04-27,12,1364.58
P003909,Home,South,71,67.15,2020-10-17,2021-10-12,12,1608.91
P003910,Health,Central,47,65.55,2020-07-09,2021-07-04,12,2764.56
P003911,Life,Central,33,62.77,2019-06-09,2019-12-06,6,433.78
P003912,Life,Central,76,45.24,2022-03-16,2022-09-12,6,282.49
P003913,Life,Central,39,70.27,2021-02-02,2021-08-01,6,436.41
P003914,Auto,North,32,63.7,2019-09-02,2020-08-27,12,1109.83
P003915,Auto,East,42,53.18,2021-10-25,2022-10-20,12,1130.44
P003916,Home,West,30,53.61,2022-10-10,2023-10-05,12,1706.22
P003917,Home,East,52,45.44,2019-04-18,2020-04-12,12,1552.99
P003918,Life,East,35,36.36,2020-01-03,2020-12-28,12,542.97
P003919,Home,North,40,68.56,2020-04-02,2021-03-28,12,2086.7
P003920,Home,West,59,69.68,2021-11-22,2022-11-17,12,1924.4
P003921,Home,Central,54,36.74,2019-04-05,2020-03-30,12,1477.45
P003922,Auto,North,45,47.69,2021-04-01,2022-03-27,12,814.78
P003923,Home,North,47,47.85,2019-05-22,2020-05-16,12,1512.2
P003924,Life,West,45,49.51,2021-08-10,2022-02-06,6,319.46
P003925,Auto,South,38,50.96,2020-08-01,2021-07-27,12,916.79
P003926,Home,North,44,64.2,2020-09-28,2021-03-27,6,928.68
P003927,Home,East,52,38.79,2020-11-01,2021-10-27,12,1104.77
P003928,Auto,East,43,37.3,2019-06-26,2020-06-20,12,792.15
P003929,Auto,Central,51,68.55,2022-02-06,2023-02-01,12,978.19
P003930,Health,North,32,43.06,2021-07-24,2022-01-20,6,1324.5
P003931,Auto,Central,35,31.05,2019-01-17,2020-01-12,12,754.71
P003932,Auto,North,33,42.72,2021-01-25,2021-07-24,6,555.2
P003933,Auto,West,36,45.05,2020-02-15,2021-02-09,12,1016.13
P003934,Home,North,64,73.32,2020-08-20,2021-02-16,6,1002.89
P003935,Home,South,55,63.87,2022-02-28,2023-02-23,12,1647.09
P003936,Home,East,28,67.21,2020-09-14,2021-09-09,12,1620.41
P003937,Auto,West,51,62.3,2022-06-29,2023-06-24,12,1207.62
P003938,Life,East,39,64.19,2020-05-11,2020-11-07,6,363.1
P003939,Auto,Central,34,39.68,2021-08-08,2022-02-04,6,379.41
P003940,Auto,West,22,47.02,2021-01-24,2022-01-19,12,817.98
P003941,Home,South,59,35.15,2022-04-26,2023-04-21,12,1114.52
P003942,Auto,East,24,46.84,2021-10-07,2022-10-02,12,1137.27
P003943,Life,North,44,60.26,2020-02-05,2020-08-03,6,428.66
P003944,Health,North,30,52.02,2022-01-24,2023-01-19,12,2613.09
P003945,Auto,North,56,69.67,2020-05-17,2020-11-13,6,627.22
P003946,Life,West,39,32.88,2019-11-05,2020-05-03,6,239.95
P003947,Life,South,42,57.5,2019-01-14,2020-01-09,12,617.59
P003948,Health,South,43,31.28,2021-04-19,2022-04-14,12,2204.96
P003949,Auto,South,49,51.41,2019-02-18,2019-08-17,6,603.72
P003950,Home,East,45,61.11,2020-04-22,2020-10-19,6,774.05
P003951,Auto,West,44,46.78,2022-01-14,2022-07-13,6,476.7
P003952,Life,North,37,58.27,2020-12-10,2021-12-05,12,656.12
P003953,Auto,East,21,35.6,2022-07-26,2023-07-21,12,792.44
P003954,Home,South,28,25.04,2022-11-21,2023-05-20,6,587.66
P003955,Auto,North,55,58.36,2019-01-20,2019-07-19,6,477.98
P003956,Auto,West,40,76.16,2020-11-17,2021-11-12,12,1375.21
P003957,Home,Central,35,35.06,2019-01-03,2019-12-29,12,1320.73
P003958,Life,South,23,68.33,2022-09-08,2023-09-03,12,751.64
P003959,Home,South,19,50.65,2021-02-09,2021-08-08,6,823.35
P003960,Life,South,34,29.96,2020-09-21,2021-03-20,6,240.85
P003961,Auto,South,58,33.03,2019-08-01,2020-07-26,12,893.29
P003962,Home,North,36,50.24,2020-02-25,2021-02-19,12,1275.33
P003963,Home,West,51,43.93,2021-12-21,2022-06-19,6,671.12
P003964,Auto,East,35,30.31,2020-05-02,2021-04-27,12,758.24
P003965,Home,North,54,24.59,2021-05-09,2021-11-05,6,382.01
P003966,Home,West,39,37.3,2021-10-04,2022-09-29,12,1133.33
P003967,Home,East,26,52.91,2019-05-03,2020-04-27,12,1426.08
P003968,Life,South,40,49.9,2019-10-19,2020-04-16,6,341.72
P003969,Home,West,72,42.48,2022-12-28,2023-12-23,12,1268.18
P003970,Auto,South,71,53.03,2020-07-27,2021-07-22,12,951.58
P003971,Auto,West,52,65.6,2019-07-10,2020-07-04,12,1284.25
P003972,Home,Central,42,55.91,2019-03-31,2020-03-25,12,1346.48
P003973,Auto,South,49,48.18,2020-04-19,2020-10-16,6,387.78
P003974,Auto,South,49,63.92,2021-11-30,2022-11-25,12,1124.84
P003975,Home,South,44,35.6,2021-04-25,2021-10-22,6,530.58
P003976,Home,North,51,46.63,2022-12-06,2023-12-01,12,1236.44
P003977,Auto,East,48,46.98,2021-02-01,2022-01-27,12,1019.03
P003978,Life,South,40,31.45,2021-07-27,2022-07-22,12,528.44
P003979,Home,South,27,43.7,2019-06-23,2019-12-20,6,747.99
P003980,Auto,North,38,18.88,2022-04-04,2023-03-30,12,696.03
P003981,Life,North,56,78.68,2019-07-15,2020-07-09,12,944.37
P003982,Home,Central,44,35.94,2021-11-01,2022-10-27,12,981.5
P003983,Home,West,49,73.79,2019-10-01,2020-03-29,6,1007.53
P003984,Home,South,40,50.57,2022-07-29,2023-01-25,6,715.14
P003985,Auto,West,29,58.47,2021-03-18,2022-03-13,12,1019.3
P003986,Home,North,41,42.67,2019-06-03,2020-05-28,12,1444.73
P003987,Auto,North,29,53.12,2022-04-27,2022-10-24,6,428.97
P003988,Health,Central,28,59.76,2022-03-08,2023-03-03,12,2303.75
P003989,Life,East,63,59.97,2019-05-08,2020-05-02,12,744.11
P003990,Home,North,38,61.62,2021-06-09,2022-06-04,12,1792.53
P003991,Auto,South,33,44.48,2022-09-18,2023-03-17,6,473.26
P003992,Auto,Central,69,42.79,2019-09-25,2020-03-23,6,416.55
P003993,Auto,East,57,26.09,2020-04-29,2021-04-24,12,766.12
P003994,Home,Central,39,57.85,2020-08-20,2021-02-16,6,876.48
P003995,Auto,North,51,66.24,2020-06-18,2021-06-13,12,1205.07
P003996,Home,East,41,74.24,2020-10-07,2021-10-02,12,1708.35
P003997,Auto,West,34,54.58,2021-03-15,2022-03-10,12,1010.1
P003998,Health,East,52,38.5,2022-12-06,2023-12-01,12,2335.55
P003999,Auto,South,40,24.54,2020-10-30,2021-10-25,12,786.65
P004000,Health,West,46,65.63,2020-10-13,2021-04-11,6,1435.98
P004001,Health,West,60,23.06,2021-07-16,2022-07-11,12,1649.56
P004002,Home,South,58,44.89,2020-07-10,2021-07-05,12,1385.25
P004003,Life,West,36,46.64,2020-04-23,2021-04-18,12,616.29
P004004,Home,North,52,48.96,2019-06-02,2019-11-29,6,697.6
P004005,Home,East,28,50.54,2020-02-20,2020-08-18,6,536.39
P004006,Auto,East,51,52.07,2019-10-06,2020-04-03,6,573.54
P004007,Auto,South,47,13.77,2022-04-12,2023-04-07,12,666.68
P004008,Home,North,50,50.22,2019-08-12,2020-08-06,12,1411.86
P004009,Home,West,40,16.56,2019-11-15,2020-11-09,12,802.29
P004010,Home,East,76,60.98,2019-08-05,2020-02-01,6,837.18
P004011,Auto,East,31,41.67,2019-12-03,2020-05-31,6,441.58
P004012,Auto,East,59,17.64,2021-07-09,2022-07-04,12,672.57
P004013,Auto,East,29,37.79,2021-08-12,2022-08-07,12,858.14
P004014,Auto,Central,52,41.45,2020-10-05,2021-04-03,6,413.14
P004015,Auto,South,53,67.86,2021-04-12,2022-04-07,12,1054.22
P004016,Auto,West,45,52.95,2019-09-05,2020-03-03,6,562.51
P004017,Auto,West,37,55.17,2022-01-02,2022-12-28,12,1125.71
P004018,Life,South,47,67.72,2021-01-03,2021-12-29,12,838.28
P004019,Auto,North,49,48.56,2020-03-01,2020-08-28,6,443.79
P004020,Home,South,71,61.31,2021-07-14,2022-01-10,6,1008.39
P004021,Auto,East,31,60.26,2020-09-23,2021-09-18,12,927.28
P004022,Life,East,36,30.7,2021-08-06,2022-02-02,6,257.16
P004023,Home,South,49,72.09,2020-06-26,2021-06-21,12,1535.25
P004024,Auto,South,41,28.7,2019-09-03,2020-08-28,12,685.57
P004025,Home,West,43,63.76,2019-07-05,2020-06-29,12,2020.5
P004026,Auto,West,61,27.24,2019-11-19,2020-11-13,12,787.31
P004027,Home,Central,18,59.02,2022-11-06,2023-11-01,12,1571.56
P004028,Auto,Central,36,77.93,2020-09-15,2021-03-14,6,632.94
P004029,Health,East,18,46.81,2022-12-14,2023-12-09,12,2428.49
P004030,Home,Central,27,46.15,2022-11-28,2023-11-23,12,1504.26
P004031,Auto,Central,81,59.16,2022-05-20,2023-05-15,12,1248.84
P004032,Life,North,53,45.06,2019-03-24,2019-09-20,6,280.56
P004033,Auto,South,59,77.27,2020-03-16,2020-09-12,6,556.66
P004034,Life,West,43,52.88,2020-11-02,2021-10-28,12,656.75
P004035,Home,Central,56,45.2,2019-10-31,2020-04-28,6,674.47
P004036,Life,West,18,41.9,2019-07-06,2020-06-30,12,490.86
P004037,Auto,Central,60,36.01,2022-12-27,2023-12-22,12,856.89
P004038,Life,Central,32,40.58,2020-05-23,2021-05-18,12,542.54
P004039,Life,East,37,44.74,2020-12-29,2021-12-24,12,603.5
P004040,Auto,North,52,42.69,2021-03-22,2022-03-17,12,830.68
P004041,Auto,South,49,40.13,2021-11-17,2022-11-12,12,924.47
P004042,Auto,South,46,81.48,2019-04-11,2019-10-08,6,598.15
P004043,Health,East,24,34.55,2022-10-18,2023-10-13,12,1867.93
P004044,Auto,East,46,52.2,2020-09-04,2021-08-30,12,1001.47
P004045,Home,South,59,58.89,2020-06-16,2021-06-11,12,1949.17
P004046,Auto,South,37,59.45,2019-12-23,2020-12-17,12,1200.78
P004047,Auto,North,64,49.12,2019-03-05,2020-02-28,12,1096.02
P004048,Home,Central,31,46.39,2021-04-08,2022-04-03,12,1638.37
P004049,Health,North,45,56.77,2021-07-15,2022-07-10,12,3676.98
P004050,Home,South,68,54.0,2022-02-12,2022-08-11,6,789.27
P004051,Life,Central,34,46.12,2022-01-31,2023-01-26,12,680.54
P004052,Home,South,60,26.57,2020-05-26,2021-05-21,12,1187.45
P004053,Auto,North,74,42.98,2019-07-13,2020-07-07,12,1006.97
P004054,Auto,North,47,32.8,2021-08-04,2022-07-30,12,934.4
P004055,Home,North,37,39.99,2019-07-28,2020-07-22,12,1264.48
P004056,Health,Central,33,50.5,2019-10-14,2020-04-11,6,1194.79
P004057,Life,West,64,55.38,2019-09-06,2020-08-31,12,686.63
P004058,Auto,West,64,76.71,2019-01-25,2019-07-24,6,648.2
P004059,Auto,South,66,41.94,2019-05-07,2020-05-01,12,932.05
P004060,Auto,Central,44,61.62,2020-03-31,2021-03-26,12,1317.51
P004061,Health,East,60,54.59,2019-09-25,2020-03-23,6,1255.79
P004062,Life,West,44,69.44,2020-02-10,2020-08-08,6,373.66
P004063,Life,Central,31,58.64,2021-03-31,2022-03-26,12,701.82
P004064,Auto,Central,61,34.87,2021-02-01,2021-07-31,6,399.88
P004065,Home,West,69,24.15,2022-11-06,2023-11-01,12,836.66
P004066,Home,Central,29,54.67,2022-07-14,2023-01-10,6,746.08
P004067,Auto,Central,29,42.07,2022-08-13,2023-02-09,6,483.52
P004068,Home,West,45,35.3,2019-06-22,2020-06-16,12,1412.99
P004069,Auto,North,59,30.99,2022-04-07,2023-04-02,12,682.76
P004070,Auto,South,27,52.41,2022-04-15,2023-04-10,12,909.64
P004071,Life,East,48,72.62,2020-06-14,2021-06-09,12,797.05
P004072,Life,South,36,43.87,2019-06-03,2020-05-28,12,458.84
P004073,Home,North,55,58.85,2019-02-14,2020-02-09,12,1585.47
P004074,Home,North,33,48.47,2019-05-13,2020-05-07,12,1216.83
P004075,Auto,Central,56,30.66,2020-02-09,2021-02-03,12,873.05
P004076,Life,South,42,61.02,2022-08-15,2023-08-10,12,653.21
P004077,Life,North,30,33.58,2021-06-27,2022-06-22,12,584.8
P004078,Life,South,45,50.32,2019-09-21,2020-03-19,6,348.63
P004079,Life,North,18,44.88,2019-07-08,2020-07-02,12,548.69
P004080,Auto,East,36,63.4,2020-11-10,2021-05-09,6,518.18
P004081,Auto,North,50,34.13,2019-09-08,2020-09-02,12,793.89
P004082,Home,South,18,55.86,2019-03-29,2019-09-25,6,794.34
P004083,Auto,Central,18,37.4,2021-08-02,2022-07-28,12,878.18
P004084,Life,South,18,42.33,2019-04-14,2020-04-08,12,523.41
P004085,Auto,West,64,1.0,2019-12-11,2020-06-08,6,221.38
P004086,Auto,South,43,81.38,2022-03-21,2022-09-17,6,706.54
P004087,Auto,East,37,58.26,2021-06-06,2021-12-03,6,530.85
P004088,Health,East,59,38.49,2021-03-19,2022-03-14,12,2001.28
P004089,Auto,East,38,33.13,2021-10-13,2022-10-08,12,782.81
P004090,Home,North,49,42.57,2019-03-02,2019-08-29,6,627.33
P004091,Home,East,45,60.75,2021-02-22,2022-02-17,12,1703.4
P004092,Auto,South,37,21.62,2022-10-31,2023-10-26,12,665.07
P004093,Home,Central,49,47.88,2021-05-23,2022-05-18,12,1500.1
P004094,Life,East,56,76.56,2019-12-20,2020-12-14,12,969.77
P004095,Home,South,42,32.99,2020-12-25,2021-12-20,12,1178.01
P004096,Life,North,38,51.21,2020-03-15,2021-03-10,12,697.77
P004097,Auto,North,39,83.05,2020-01-19,2020-07-17,6,714.33
P004098,Auto,Central,18,59.48,2020-07-17,2021-01-13,6,543.61
P004099,Health,Central,49,51.89,2020-07-27,2021-01-23,6,1263.12
P004100,Auto,South,26,57.6,2021-07-02,2021-12-29,6,542.39
P004101,Home,Central,54,43.99,2019-11-01,2020-10-26,12,1430.76
P004102,Life,Central,43,69.49,2019-03-12,2020-03-06,12,697.19
P004103,Auto,North,46,44.01,2022-06-11,2023-06-06,12,792.12
P004104,Life,South,55,20.61,2022-06-22,2022-12-19,6,215.52
P004105,Auto,Central,31,44.13,2022-06-17,2022-12-14,6,506.52
P004106,Auto,South,50,35.5,2020-05-18,2021-05-13,12,887.59
P004107,Auto,East,49,45.78,2022-08-18,2023-08-13,12,964.07
P004108,Life,North,42,46.11,2020-08-27,2021-02-23,6,320.77
P004109,Auto,North,31,67.96,2021-10-18,2022-10-13,12,1302.24
P004110,Life,North,53,60.43,2021-04-23,2022-04-18,12,758.61
P004111,Health,West,55,53.95,2022-02-01,2023-01-27,12,2393.43
P004112,Home,South,46,49.96,2021-09-08,2022-09-03,12,1334.82
P004113,Home,East,28,34.12,2019-05-05,2019-11-01,6,583.49
P004114,Home,Central,37,17.28,2019-06-29,2019-12-26,6,454.73
P004115,Auto,East,44,51.7,2020-07-26,2021-07-21,12,995.71
